gene_symbol	chr
BCRP2	22
BCRP3	22
BCS1L	2
BCYRN1	2
BDH1	3
BDH2	4
BDKRB1	14
BDKRB2	14
BDNF	11
BDNF-AS	11
BDP1	HSCHR5_2_CTG1_1
BEAN1	16
BEAN1-AS1	16
BECN1	17
BECN2	1
BEGAIN	14
BEND2	X
BEND3	6
BEND3P3	10
BEND4	4
BEND5	1
BEND6	6
BEND7	10
BEST1	11
BEST2	19
BEST3	12
BEST4	1
BET1	7
BET1L	11
BEX1	X
BEX2	X
BEX3	X
BEX4	X
BEX5	X
BFAR	16
BFSP1	20
BFSP2	3
BFSP2-AS1	3
BGLAP	1
BGLT3	11
BGN	X
BHLHA15	7
BHLHA9	17
BHLHE22	8
BHLHE23	20
BHLHE40	3
BHLHE40-AS1	3
BHLHE41	12
BHMT	5
BHMT2	5
BICC1	10
BICD1	12
BICD2	9
BICDL1	12
BICDL2	16
BICRA	19
BICRAL	6
BID	22
BIK	22
BIN1	2
BIN2	12
BIN3	8
BIRC2	11
BIRC3	11
BIRC5	17
BIRC6	2
BIRC6-AS2	2
BIRC7	20
BIRC8	19
BISPR	19
BIVM	13
BIVM-ERCC5	13
BLACAT1	1
BLACE	7
BLCAP	20
BLID	11
BLK	8
BLM	15
BLMH	17
BLNK	10
BLOC1S1	12
BLOC1S2	10
BLOC1S3	19
BLOC1S4	4
BLOC1S5	6
BLOC1S5-TXNDC5	6
BLOC1S6	15
BLVRA	7
BLVRB	19
BLZF1	1
BMF	15
BMI1	10
BMP1	8
BMP10	2
BMP15	X
BMP2	20
BMP2K	4
BMP3	4
BMP4	14
BMP5	6
BMP6	6
BMP7	20
BMP7-AS1	20
BMP8A	1
BMP8B	1
BMPER	7
BMPR1A	10
BMPR1B	4
BMPR2	2
BMS1	10
BMS1P14	9
BMS1P17	14
BMS1P20	22
BMS1P21	10
BMS1P22	22
BMS1P4	10
BMX	X
BNC1	15
BNC2	9
BNIP1	5
BNIP2	15
BNIP3	10
BNIP3L	8
BNIPL	1
BOC	3
BOD1	5
BOD1L1	4
BOD1L2	18
BOK	2
BOLA1	1
BOLA2	16
BOLA2-SMG1P6	16
BOLA2B	16
BOLA3	2
BOLL	2
BOP1	8
BORA	13
BORCS5	12
BORCS6	17
BORCS7	10
BORCS7-ASMT	10
BORCS8	19
BORCS8-MEF2B	19
BPESC1	3
BPGM	7
BPHL	6
BPI	20
BPIFA1	20
BPIFA2	20
BPIFA3	20
BPIFA4P	20
BPIFB1	20
BPIFB2	20
BPIFB3	20
BPIFB4	20
BPIFB6	20
BPIFC	22
BPNT1	1
BPTF	17
BPY2	Y
BPY2B	Y
BPY2C	Y
BRAF	7
BRAP	12
BRAT1	7
BRCA1	17
BRCA2	13
BRCC3	X
BRD1	22
BRD2	6
BRD3	9
BRD4	19
BRD7	16
BRD7P3	6
BRD8	5
BRD9	5
BRDT	1
BRDTP1	X
BRF1	14
BRF2	8
BRI3	7
BRI3BP	12
BRICD5	16
BRINP1	9
BRINP2	1
BRINP3	1
BRIP1	17
BRIX1	5
BRK1	3
BRMS1	11
BRMS1L	14
BROX	1
BRPF1	3
BRPF3	6
BRS3	X
BRSK1	19
BRSK2	11
BRWD1	21
BRWD1-AS1	21
BRWD3	X
BSCL2	11
BSDC1	1
BSG	19
BSN	3
BSND	1
BSPH1	19
BSPRY	9
BST1	4
BST2	19
BSX	11
BTAF1	10
BTBD1	15
BTBD10	11
BTBD16	10
BTBD17	17
BTBD18	11
BTBD19	1
BTBD2	19
BTBD3	20
BTBD6	14
BTBD7	14
BTBD8	1
BTBD9	6
BTBD9-AS1	6
BTC	4
BTD	3
BTF3	5
BTF3L4	1
BTF3P11	13
BTG1	12
BTG2	1
BTG3	21
BTG4	11
BTK	X
BTLA	3
BTN1A1	6
BTN2A1	6
BTN2A2	6
BTN2A3P	6
BTN3A1	6
BTN3A2	6
BTN3A3	6
BTNL2	HSCHR6_MHC_QBL_CTG1
BTNL3	5
BTNL8	5
BTNL9	5
BTRC	10
BUB1	2
BUB1B	15
BUB1B-PAK6	15
BUB3	10
BUD13	11
BUD23	7
BUD31	7
BYSL	6
BZW1	2
BZW2	7
C10orf105	10
C10orf120	10
C10orf126	10
C10orf53	10
C10orf55	10
C10orf62	10
C10orf67	10
C10orf71	10
C10orf71-AS1	10
C10orf88	10
C10orf90	10
C10orf95	10
C11orf16	11
C11orf21	11
C11orf24	11
C11orf40	11
C11orf42	11
C11orf52	11
C11orf58	11
C11orf65	11
C11orf68	11
C11orf71	11
C11orf86	11
C11orf87	11
C11orf91	11
C11orf96	11
C11orf97	11
C11orf98	11
C12orf42	12
C12orf43	12
C12orf54	12
C12orf56	12
C12orf57	12
C12orf60	12
C12orf71	12
C12orf75	12
C12orf76	12
C13orf42	13
C14orf119	14
C14orf132	14
C14orf180	14
C14orf39	14
C14orf93	14
C15orf32	15
C15orf40	15
C15orf61	15
C15orf62	15
C16orf46	16
C16orf54	16
C16orf78	16
C16orf82	16
C16orf86	16
C16orf87	16
C16orf89	16
C16orf90	16
C16orf95	16
C16orf96	16
C17orf100	17
C17orf107	17
C17orf50	17
C17orf58	17
C17orf67	17
C17orf75	17
C17orf78	17
C17orf99	17
C18orf15	18
C18orf32	18
C18orf54	18
C18orf63	18
C19orf12	19
C19orf18	19
C19orf25	19
C19orf33	19
C19orf38	19
C19orf44	19
C19orf47	19
C19orf53	19
C19orf67	HG109_PATCH
C19orf73	19
C19orf81	19
C19orf84	19
C1D	2
C1GALT1	7
C1GALT1C1	X
C1GALT1C1L	2
C1QA	1
C1QB	1
C1QBP	17
C1QC	1
C1QL1	17
C1QL2	2
C1QL3	10
C1QL4	12
C1QTNF1	17
C1QTNF1-AS1	17
C1QTNF12	1
C1QTNF2	5
C1QTNF3	5
C1QTNF3-AMACR	5
C1QTNF4	11
C1QTNF5	11
C1QTNF6	22
C1QTNF7	4
C1QTNF8	16
C1QTNF9	13
C1QTNF9B	13
C1R	12
C1RL	12
C1RL-AS1	12
C1S	12
C1orf105	1
C1orf115	1
C1orf116	1
C1orf122	1
C1orf141	1
C1orf146	1
C1orf159	1
C1orf162	1
C1orf167	1
C1orf174	1
C1orf185	1
C1orf198	1
C1orf21	1
C1orf210	1
C1orf216	1
C1orf220	1
C1orf226	1
C1orf35	1
C1orf50	1
C1orf52	1
C1orf53	1
C1orf54	1
C1orf56	1
C1orf74	1
C1orf87	1
C1orf94	1
C2	6
C2-AS1	HSCHR6_MHC_MCF_CTG1
C20orf141	20
C20orf144	20
C20orf173	20
C20orf202	20
C20orf203	20
C20orf204	20
C20orf96	20
C21orf140	21
C21orf58	21
C21orf91	21
C21orf91-OT1	21
C22orf15	22
C22orf23	22
C22orf31	22
C22orf39	22
C22orf42	22
C2CD2	21
C2CD2L	11
C2CD3	11
C2CD4A	15
C2CD4B	15
C2CD4C	19
C2CD4D	1
C2CD5	12
C2orf15	2
C2orf42	2
C2orf49	2
C2orf66	2
C2orf68	2
C2orf69	2
C2orf72	2
C2orf74	2
C2orf76	2
C2orf78	2
C2orf80	2
C2orf81	2
C3	19
C3AR1	12
C3P1	19
C3orf18	3
C3orf20	3
C3orf22	3
C3orf36	3
C3orf38	3
C3orf49	3
C3orf52	3
C3orf62	3
C3orf70	3
C3orf80	3
C3orf85	3
C4A	6
C4B	6
C4BPA	1
C4BPB	1
C4B_2	HSCHR6_MHC_SSTO_CTG1
C4orf17	4
C4orf33	4
C4orf36	4
C4orf46	4
C4orf51	4
C5	9
C5AR1	19
C5AR2	19
C5orf15	5
C5orf22	5
C5orf24	5
C5orf34	5
C5orf46	5
C5orf47	5
C5orf52	5
C5orf58	5
C5orf63	5
C5orf67	5
C6	5
C6orf118	6
C6orf120	6
C6orf132	6
C6orf136	6
C6orf141	6
C6orf15	HSCHR6_MHC_QBL_CTG1
C6orf163	6
C6orf47	HSCHR6_MHC_QBL_CTG1
C6orf52	6
C6orf58	6
C6orf62	6
C6orf89	6
C7	5
C7orf25	7
C7orf33	7
C7orf57	7
C8A	1
C8B	1
C8G	9
C8orf33	8
C8orf34	8
C8orf34-AS1	8
C8orf44	8
C8orf44-SGK3	8
C8orf48	8
C8orf58	8
C8orf74	8
C8orf76	8
C8orf82	8
C8orf88	8
C8orf89	8
C9	5
C9orf152	9
C9orf153	9
C9orf163	9
C9orf40	9
C9orf43	9
C9orf50	9
C9orf57	9
C9orf72	9
C9orf78	9
C9orf85	9
CA1	8
CA10	17
CA11	19
CA12	15
CA13	8
CA14	1
CA2	8
CA3	8
CA3-AS1	8
CA4	17
CA5A	16
CA5B	X
CA5BP1	X
CA6	1
CA7	16
CA8	8
CA9	9
CAAP1	9
CAB39	2
CAB39L	13
CABIN1	22
CABLES1	18
CABLES2	20
CABP1	12
CABP2	11
CABP4	11
CABP5	19
CABP7	22
CABS1	4
CABYR	18
CACFD1	9
CACHD1	1
CACNA1A	19
CACNA1B	9
CACNA1C	12
CACNA1C-AS2	HG1815_PATCH
CACNA1C-AS4	12
CACNA1C-IT3	HG1815_PATCH
CACNA1D	3
CACNA1E	1
CACNA1F	X
CACNA1G	17
CACNA1G-AS1	17
CACNA1H	16
CACNA1I	22
CACNA1S	1
CACNA2D1	7
CACNA2D2	3
CACNA2D3	3
CACNA2D3-AS1	3
CACNA2D4	12
CACNB1	17
CACNB2	10
CACNB3	12
CACNB4	2
CACNG1	17
CACNG2	22
CACNG3	16
CACNG4	17
CACNG5	17
CACNG6	19
CACNG7	19
CACNG8	19
CACTIN	19
CACTIN-AS1	19
CACUL1	10
CACYBP	1
CAD	2
CADM1	11
CADM2	3
CADM2-AS2	3
CADM3	1
CADM3-AS1	1
CADM4	19
CADPS	3
CADPS2	7
CAGE1	6
CAHM	6
CALB1	8
CALB2	16
CALCA	11
CALCB	11
CALCOCO1	12
CALCOCO2	17
CALCR	7
CALCRL	2
CALD1	7
CALHM1	10
CALHM2	10
CALHM3	10
CALM1	14
CALM2	2
CALM3	19
CALML3	10
CALML3-AS1	10
CALML4	15
CALML5	10
CALML6	1
CALN1	7
CALR	19
CALR3	19
CALU	7
CALY	10
CAMK1	3
CAMK1D	10
CAMK1G	1
CAMK2A	5
CAMK2B	7
CAMK2D	4
CAMK2G	10
CAMK2N1	1
CAMK2N2	3
CAMK4	5
CAMKK1	17
CAMKK2	12
CAMKMT	2
CAMKV	3
CAMLG	5
CAMP	3
CAMSAP1	9
CAMSAP2	1
CAMSAP3	19
CAMTA1	1
CAMTA2	17
CAND1	12
CAND2	3
CANT1	17
CANX	5
CAP1	1
CAP2	6
CAPG	2
CAPN1	11
CAPN10	2
CAPN11	6
CAPN12	19
CAPN13	2
CAPN14	2
CAPN15	16
CAPN2	1
CAPN3	15
CAPN5	11
CAPN6	X
CAPN7	3
CAPN8	1
CAPN9	1
CAPNS1	19
CAPNS2	16
CAPRIN1	11
CAPRIN2	12
CAPS	19
CAPS2	12
CAPSL	5
CAPZA1	1
CAPZA2	7
CAPZA3	12
CAPZB	1
CARD10	22
CARD11	7
CARD14	17
CARD16	11
CARD18	11
CARD19	9
CARD6	5
CARD8	19
CARD8-AS1	19
CARD9	9
CARF	2
CARHSP1	16
CARM1	19
CARMIL1	6
CARMIL2	16
CARMIL3	14
CARMN	5
CARNMT1	9
CARNS1	11
CARS2	13
CARTPT	5
CASC11	8
CASC16	16
CASC17	17
CASC18	12
CASC2	10
CASC20	20
CASC22	16
CASC23	11
CASC3	17
CASC6	6
CASC8	8
CASC9	8
CASD1	7
CASK	X
CASKIN1	16
CASKIN2	17
CASP1	11
CASP10	2
CASP12	11
CASP14	19
CASP16P	16
CASP1P2	11
CASP2	7
CASP3	4
CASP4	11
CASP5	11
CASP6	4
CASP7	10
CASP8	2
CASP8AP2	6
CASP9	1
CASQ1	1
CASQ2	1
CASR	3
CASS4	20
CAST	5
CASTOR1	22
CASTOR2	7
CASZ1	1
CAT	11
CATIP	2
CATIP-AS1	2
CATIP-AS2	2
CATSPER1	11
CATSPER2	15
CATSPER2P1	15
CATSPER3	5
CATSPER4	1
CATSPERB	14
CATSPERD	19
CATSPERE	1
CATSPERG	19
CATSPERZ	11
CAV1	7
CAV2	7
CAV3	3
CAVIN1	17
CAVIN2	2
CAVIN3	11
CAVIN4	9
CBARP	19
CBFA2T2	20
CBFA2T3	16
CBFB	16
CBL	11
CBLB	3
CBLC	19
CBLL1	7
CBLN1	16
CBLN2	18
CBLN3	14
CBLN4	20
CBR1	21
CBR3	21
CBR3-AS1	21
CBR4	4
CBS	21
CBX1	17
CBX2	17
CBX3	7
CBX3P2	18
CBX4	17
CBX5	12
CBX6	22
CBX7	22
CBX8	17
CBY1	22
CBY3	5
CC2D1A	19
CC2D1B	1
CC2D2A	4
CC2D2B	10
CCAR1	10
CCAR2	8
CCAT2	8
CCBE1	18
CCDC102A	16
CCDC102B	18
CCDC106	19
CCDC107	9
CCDC110	4
CCDC112	5
CCDC116	22
CCDC117	22
CCDC12	3
CCDC120	HSCHRX_3_CTG3
CCDC121	2
CCDC122	13
CCDC124	19
CCDC125	5
CCDC126	7
CCDC127	5
CCDC13	3
CCDC13-AS1	3
CCDC134	22
CCDC136	7
CCDC137	17
CCDC138	2
CCDC14	3
CCDC140	2
CCDC141	2
CCDC142	2
CCDC144A	17
CCDC144CP	17
CCDC144NL	17
CCDC144NL-AS1	17
CCDC146	7
CCDC148	2
CCDC148-AS1	2
CCDC149	4
CCDC15	11
CCDC150	2
CCDC152	5
CCDC154	16
CCDC157	22
CCDC158	4
CCDC159	19
CCDC160	X
CCDC162P	6
CCDC163	1
CCDC166	HSCHR8_3_CTG7
CCDC167	6
CCDC169	13
CCDC169-SOHLH2	13
CCDC17	1
CCDC170	6
CCDC171	9
CCDC172	10
CCDC174	3
CCDC175	14
CCDC177	14
CCDC178	18
CCDC179	11
CCDC18	1
CCDC18-AS1	1
CCDC180	9
CCDC181	1
CCDC182	17
CCDC183	9
CCDC183-AS1	9
CCDC184	12
CCDC185	1
CCDC186	10
CCDC187	9
CCDC188	22
CCDC190	1
CCDC191	3
CCDC192	5
CCDC196	14
CCDC197	14
CCDC22	X
CCDC24	1
CCDC25	8
CCDC26	8
CCDC27	1
CCDC28A	6
CCDC28B	1
CCDC3	10
CCDC30	1
CCDC32	15
CCDC33	15
CCDC34	11
CCDC38	12
CCDC39	3
CCDC40	17
CCDC42	17
CCDC43	17
CCDC47	17
CCDC50	3
CCDC51	3
CCDC54	3
CCDC57	17
CCDC59	12
CCDC6	10
CCDC60	12
CCDC61	19
CCDC62	12
CCDC63	12
CCDC66	3
CCDC68	18
CCDC69	5
CCDC7	10
CCDC70	13
CCDC71	3
CCDC71L	7
CCDC73	11
CCDC74A	2
CCDC74B	2
CCDC77	12
CCDC78	16
CCDC8	19
CCDC80	3
CCDC81	11
CCDC82	11
CCDC83	11
CCDC85A	2
CCDC85B	11
CCDC85C	14
CCDC86	11
CCDC87	11
CCDC88A	2
CCDC88B	11
CCDC88C	14
CCDC89	11
CCDC9	19
CCDC90B	11
CCDC91	12
CCDC92	12
CCDC93	2
CCDC97	19
CCEPR	10
CCER1	12
CCER2	19
CCHCR1	HSCHR6_MHC_QBL_CTG1
CCIN	9
CCK	3
CCKAR	4
CCKBR	11
CCL1	17
CCL11	17
CCL13	17
CCL14	17
CCL15	17
CCL15-CCL14	HSCHR17_7_CTG4
CCL16	17
CCL17	16
CCL18	17
CCL19	9
CCL2	17
CCL20	2
CCL21	9
CCL22	16
CCL23	17
CCL24	7
CCL25	19
CCL26	7
CCL27	9
CCL28	5
CCL3	17
CCL3L3	17
CCL4	17
CCL4L2	17
CCL5	17
CCL7	17
CCL8	17
CCM2	7
CCM2L	20
CCNA1	13
CCNA2	4
CCNB1	5
CCNB1IP1	14
CCNB2	15
CCNB3	X
CCNC	6
CCND1	11
CCND2	12
CCND2-AS1	12
CCND3	6
CCNDBP1	15
CCNE1	19
CCNE2	8
CCNF	16
CCNG1	5
CCNG2	4
CCNH	5
CCNI	4
CCNI2	5
CCNJ	10
CCNJL	5
CCNK	14
CCNL1	3
CCNL2	1
CCNO	5
CCNT1	12
CCNT2	2
CCNT2-AS1	2
CCNY	10
CCNYL1	2
CCNYL2	10
CCP110	16
CCPG1	15
CCR1	3
CCR10	17
CCR2	3
CCR3	3
CCR4	3
CCR5	3
CCR6	6
CCR7	17
CCR8	3
CCR9	3
CCRL2	3
CCS	11
CCSAP	1
CCSER1	4
CCSER2	10
CCT2	12
CCT3	1
CCT4	2
CCT5	5
CCT6A	7
CCT6B	17
CCT6P1	7
CCT6P3	7
CCT7	2
CCT8	21
CCT8L2	22
CCZ1	7
CCZ1B	7
CD101	1
CD109	6
CD14	5
CD151	11
CD160	1
CD163	12
CD163L1	12
CD164	6
CD164L2	1
CD177	19
CD180	5
CD19	16
CD1A	1
CD1B	1
CD1C	1
CD1D	1
CD1E	1
CD2	1
CD200	3
CD200R1	3
CD200R1L	3
CD207	2
CD209	19
CD22	19
CD226	18
CD24	6
CD244	1
CD247	1
CD248	11
CD27	12
CD27-AS1	12
CD274	9
CD276	15
CD28	2
CD2AP	6
CD2BP2	16
CD300A	17
CD300C	17
CD300E	17
CD300LB	17
CD300LD	17
CD300LF	17
CD300LG	17
CD302	2
CD320	19
CD33	19
CD34	1
CD36	7
CD37	19
CD38	4
CD3D	11
CD3E	11
CD3G	11
CD4	12
CD40	20
CD40LG	X
CD44	11
CD46	1
CD47	3
CD48	1
CD5	11
CD52	1
CD53	1
CD55	1
CD58	1
CD59	11
CD5L	1
CD6	11
CD63	12
CD68	17
CD69	12
CD7	17
CD70	19
CD72	9
CD74	5
CD79A	19
CD79B	17
CD80	3
CD81	11
CD81-AS1	11
CD82	11
CD83	6
CD84	1
CD86	3
CD8A	2
CD8B	2
CD8B2	2
CD9	12
CD93	20
CD96	3
CD99	X
CD99L2	X
CD99P1	X
CDA	1
CDADC1	13
CDAN1	15
CDC123	10
CDC14A	1
CDC14B	9
CDC14C	7
CDC16	13
CDC20	1
CDC20B	5
CDC23	5
CDC25A	3
CDC25B	20
CDC25C	5
CDC26	9
CDC27	17
CDC34	19
CDC37	19
CDC37L1	9
CDC40	6
CDC42	1
CDC42BPA	1
CDC42BPB	14
CDC42BPG	11
CDC42EP1	22
CDC42EP2	11
CDC42EP3	2
CDC42EP4	17
CDC42EP5	19
CDC42P3	8
CDC42SE1	1
CDC42SE2	5
CDC45	22
CDC5L	6
CDC6	17
CDC7	1
CDC73	1
CDCA2	8
CDCA3	12
CDCA4	14
CDCA5	11
CDCA7	2
CDCA7L	7
CDCA8	1
CDCP1	3
CDCP2	1
CDH1	16
CDH10	5
CDH11	16
CDH12	5
CDH13	16
CDH15	16
CDH16	16
CDH17	8
CDH18	5
CDH18-AS1	5
CDH19	18
CDH2	18
CDH20	18
CDH22	20
CDH23	10
CDH23-AS1	10
CDH24	14
CDH26	20
CDH3	16
CDH4	HSCHR20_1_CTG2
CDH5	16
CDH6	5
CDH7	18
CDH8	16
CDH9	5
CDHR1	10
CDHR2	5
CDHR3	7
CDHR4	3
CDHR5	11
CDIP1	16
CDIPT	16
CDK1	10
CDK10	16
CDK11A	1
CDK11B	1
CDK12	17
CDK13	7
CDK14	7
CDK15	2
CDK16	X
CDK17	12
CDK18	1
CDK19	6
CDK2	12
CDK20	9
CDK2AP1	12
CDK2AP2	11
CDK3	17
CDK4	12
CDK5	7
CDK5R1	17
CDK5R2	2
CDK5RAP1	20
CDK5RAP2	9
CDK5RAP3	17
CDK6	7
CDK7	5
CDK8	13
CDK9	9
CDKAL1	6
CDKL1	14
CDKL2	4
CDKL3	5
CDKL4	2
CDKL5	X
CDKN1A	6
CDKN1B	12
CDKN1C	11
CDKN2A	9
CDKN2A-AS1	9
CDKN2AIP	4
CDKN2B	9
CDKN2B-AS1	9
CDKN2C	1
CDKN2D	19
CDKN3	14
CDNF	10
CDO1	5
CDON	11
CDPF1	22
CDR1	X
CDR2	16
CDR2L	17
CDRT15	17
CDRT15L2	17
CDRT15P1	17
CDRT15P2	17
CDRT4	17
CDRT7	17
CDRT8	17
CDS1	4
CDS2	20
CDSN	HSCHR6_MHC_QBL_CTG1
CDT1	16
CDV3	3
CDX1	5
CDX2	13
CDX4	X
CDY1	Y
CDY1B	Y
CDY2A	Y
CDY2B	Y
CDYL	6
CDYL2	16
CEACAM1	19
CEACAM16	19
CEACAM18	19
CEACAM19	19
CEACAM20	19
CEACAM21	19
CEACAM22P	19
CEACAM3	19
CEACAM4	19
CEACAM5	19
CEACAM6	19
CEACAM7	19
CEACAM8	19
CEBPA	19
CEBPB	20
CEBPB-AS1	20
CEBPD	8
CEBPE	14
CEBPG	19
CEBPZ	2
CEBPZOS	2
CECR2	22
CECR3	22
CECR7	22
CEL	9
CELA1	12
CELA2A	1
CELA2B	1
CELA3A	1
CELA3B	1
CELF1	11
CELF2	10
CELF2-AS1	10
CELF2-AS2	10
CELF3	1
CELF4	18
CELF5	19
CELF6	15
CELP	9
CELSR1	22
CELSR2	1
CELSR3	3
CEMIP	15
CEMP1	16
CEND1	11
CENPA	2
CENPB	20
CENPC	4
CENPE	4
CENPF	1
CENPH	5
CENPI	X
CENPK	5
CENPL	1
CENPM	22
CENPN	16
CENPO	2
CENPP	HG1012_PATCH
CENPQ	6
CENPS	1
CENPS-CORT	1
CENPT	16
CENPU	4
CENPV	17
CENPVL1	X
CENPVL2	X
CENPW	6
CENPX	17
CEP104	1
CEP112	17
CEP120	5
CEP126	11
CEP128	14
CEP131	17
CEP135	4
CEP152	15
CEP162	6
CEP164	11
CEP170	1
CEP170B	14
CEP170P1	4
CEP19	3
CEP192	18
CEP250	20
CEP290	12
CEP295	11
CEP295NL	17
CEP350	1
CEP41	7
CEP44	4
CEP55	10
CEP57	11
CEP57L1	6
CEP63	3
CEP68	2
CEP70	3
CEP72	5
CEP76	18
CEP78	9
CEP83	12
CEP85	1
CEP85L	6
CEP89	19
CEP95	17
CEP97	3
CEPT1	1
CER1	9
CERCAM	9
CERK	22
CERKL	2
CERNA1	15
CERNA2	10
CERS1	19
CERS2	1
CERS3	15
CERS3-AS1	15
CERS4	19
CERS5	12
CERS6	2
CERS6-AS1	2
CES1	16
CES1P1	16
CES1P2	16
CES2	16
CES3	16
CES4A	16
CES5A	16
CES5AP1	22
CETN1	18
CETN2	X
CETN3	5
CETN4P	4
CETP	16
CFAP100	3
CFAP126	1
CFAP157	9
CFAP161	15
CFAP20	16
CFAP206	6
CFAP221	2
CFAP36	2
CFAP43	10
CFAP44	3
CFAP44-AS1	3
CFAP45	1
CFAP46	10
CFAP47	X
CFAP52	17
CFAP53	18
CFAP54	12
CFAP57	1
CFAP58	10
CFAP61	20
CFAP65	2
CFAP69	7
CFAP70	10
CFAP73	12
CFAP74	1
CFAP77	9
CFAP97	4
CFAP99	4
CFB	6
CFC1	2
CFC1B	2
CFD	19
CFDP1	16
CFH	1
CFHR1	1
CFHR2	1
CFHR3	1
CFHR4	1
CFHR5	1
CFI	4
CFL1	11
CFL1P1	HG2334_PATCH
CFL2	14
CFLAR	2
CFLAR-AS1	2
CFP	X
CFTR	7
CGA	6
CGB1	19
CGB2	19
CGB3	19
CGB5	19
CGB7	19
CGB8	19
CGGBP1	3
CGN	1
CGNL1	15
CGREF1	2
CGRRF1	14
CH25H	10
CHAC1	15
CHAC2	2
CHAD	17
CHADL	22
CHAF1A	19
CHAF1B	21
CHAMP1	13
CHAT	10
CHCHD1	10
CHCHD10	HSCHR22_1_CTG7
CHCHD2	7
CHCHD3	7
CHCHD4	3
CHCHD5	2
CHCHD6	3
CHCHD7	8
CHD1	5
CHD1L	1
CHD2	15
CHD3	17
CHD4	12
CHD5	1
CHD6	20
CHD7	8
CHD8	14
CHD9	16
CHDH	3
CHEK1	11
CHEK2	22
CHEK2P2	15
CHERP	19
CHFR	12
CHGA	14
CHGB	20
CHI3L1	1
CHI3L2	1
CHIA	1
CHIAP2	1
CHIC1	X
CHIC2	4
CHID1	11
CHIT1	1
CHKA	11
CHKB	22
CHKB-CPT1B	22
CHL1	3
CHL1-AS1	3
CHL1-AS2	3
CHM	X
CHML	1
CHMP1A	16
CHMP1B	18
CHMP1B2P	X
CHMP2A	19
CHMP2B	3
CHMP3	2
CHMP4A	14
CHMP4B	20
CHMP4C	8
CHMP5	9
CHMP6	17
CHMP7	8
CHN1	2
CHN2	7
CHODL	21
CHODL-AS1	21
CHORDC1	11
CHP1	15
CHP2	16
CHPF	2
CHPF2	7
CHPT1	12
CHRAC1	8
CHRD	3
CHRDL1	X
CHRDL2	11
CHRFAM7A	15
CHRM1	11
CHRM2	7
CHRM3	1
CHRM3-AS1	1
CHRM3-AS2	1
CHRM4	11
CHRM5	15
CHRNA1	2
CHRNA10	11
CHRNA2	8
CHRNA3	15
CHRNA4	20
CHRNA5	15
CHRNA6	8
CHRNA7	15
CHRNA9	4
CHRNB1	17
CHRNB2	1
CHRNB3	8
CHRNB4	15
CHRND	2
CHRNE	17
CHRNG	2
CHST1	11
CHST10	2
CHST11	12
CHST12	7
CHST13	3
CHST14	15
CHST15	10
CHST2	3
CHST3	10
CHST4	16
CHST5	16
CHST6	16
CHST7	X
CHST8	19
CHST9	18
CHSY1	15
CHSY3	5
CHTF18	16
CHTF8	16
CHTOP	1
CHUK	10
CHURC1	14
CHURC1-FNTB	14
CIAO1	2
CIAPIN1	16
CIART	1
CIB1	15
CIB2	15
CIB3	19
CIB4	2
CIC	19
CIDEA	18
CIDEB	14
CIDEC	3
CIITA	16
CILP	15
CILP2	19
CINP	14
CIPC	14
CIRBP	19
CIRBP-AS1	19
CISD1	10
CISD2	4
CISD3	17
CISH	3
CISTR	12
CIT	12
CITED1	X
CITED2	6
CITED4	1
CIZ1	9
CKAP2	13
CKAP2L	2
CKAP4	12
CKAP5	11
CKB	14
CKLF	16
CKLF-CMTM1	16
CKM	19
CKMT1A	15
CKMT1B	15
CKMT2	5
CKMT2-AS1	5
CKS1B	1
CKS2	9
CLASP1	2
CLASP2	3
CLASRP	19
CLC	19
CLCA1	1
CLCA2	1
CLCA3P	1
CLCA4	1
CLCC1	1
CLCF1	11
CLCN1	7
CLCN2	3
CLCN3	4
CLCN4	X
CLCN5	X
CLCN6	1
CLCN7	16
CLCNKA	1
CLCNKB	1
CLDN1	3
CLDN10	13
CLDN10-AS1	13
CLDN11	3
CLDN12	7
CLDN14	21
CLDN15	7
CLDN16	3
CLDN17	21
CLDN18	3
CLDN19	1
CLDN2	X
CLDN20	6
CLDN22	4
CLDN23	8
CLDN24	4
CLDN25	11
CLDN3	7
CLDN34	X
CLDN4	7
CLDN5	22
CLDN6	16
CLDN7	17
CLDN8	21
CLDN9	16
CLDND1	3
CLDND2	19
CLEC10A	17
CLEC11A	19
CLEC12A	12
CLEC12A-AS1	12
CLEC12B	12
CLEC14A	14
CLEC16A	16
CLEC17A	19
CLEC18A	16
CLEC18B	16
CLEC18C	16
CLEC19A	16
CLEC1A	12
CLEC1B	12
CLEC2A	12
CLEC2B	12
CLEC2D	12
CLEC2L	7
CLEC3A	16
CLEC3B	3
CLEC4A	12
CLEC4C	12
CLEC4D	12
CLEC4E	12
CLEC4F	2
CLEC4G	19
CLEC4GP1	19
CLEC4M	19
CLEC5A	7
CLEC6A	12
CLEC7A	12
CLEC9A	12
CLGN	4
CLHC1	2
CLIC1	6
CLIC2	X
CLIC3	9
CLIC4	1
CLIC5	6
CLIC6	21
CLINT1	5
CLIP1	12
CLIP1-AS1	12
CLIP2	7
CLIP3	19
CLIP4	2
CLK1	2
CLK2	1
CLK2P1	7
CLK3	15
CLK4	5
CLLU1	12
CLMN	14
CLMP	11
CLN3	16
CLN5	13
CLN6	15
CLN8	8
CLNK	4
CLNS1A	11
CLOCK	4
CLP1	11
CLPB	11
CLPP	19
CLPS	6
CLPSL1	6
CLPSL2	6
